,Email,Name,Phone,Title,Website,Street,City,Postal Code,Associated with,Description,Latitude,Longitude,EIN,State
WATERSHED HUMAN AND COMMUNITY DEVELOPMENT AGENCY INC,, ,,,,3701 SPRINGER BLVD ,LITTLE ROCK,72206,,"Assisting in the growth and development of the college station community in the areas of employment, health, housing and counseling.

",0.0,0.0,71-0580607,AR
KENNER CHAPEL WORLD OUTREACH,, ,,,,4444 KENNER CHAPEL RD % ROSE MARSTON,RUDY,72952,,"

",0.0,0.0,20-5469801,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,PO BOX 1067 ,SHIRLEY,72088,,"

",0.0,0.0,71-0564750,AR
SONS OF CONFEDERATE VETERANS INC,, ,,,,2206 INDEPENDENCE AVE ,CONWAY,72034,,"

",35.098194,-92.45516099999999,62-1706639,AR
COMMUNITY HEALTH PROMOTIONS AND EDUCATION NETWORK,, ,,,,12 KING RICHARD CV % THERTHENIA W LEWIS,PINE BLUFF,71603,,"

",34.2284312,-92.00319549999999,26-2793172,AR
HUMANKIND INSTITUTE,, ,,,,PO BOX 8565 ,SPRINGDALE,72766,,"

",36.453733,-94.19572400000001,27-3242923,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,PO BOX 2697 ,BATESVILLE,72503,,"

",35.77144000000001,-91.64968999999999,71-0803495,AR
SONS OF CONFEDERATE VETERANS,, ,,,,PO BOX 20635 % TRAVIS EDWIN GATES,HOT SPRINGS,71903,,"

",0.0,0.0,20-1537587,AR
GRAVETTE ATHLETIC BOOSTERS INC,, ,,,,205 MAIN ST SE % TERESA MOORMAN,GRAVETTE,72736,,"

",36.4220207,-94.4535484,20-5570089,AR
ARKANSAS ASSOCIATION OF CRIMINAL DEFENSE LAWYERS INC,, ,,,,PO BOX 307 ,LITTLE ROCK,72203,,"

",34.7461459,-92.28785669999999,71-0863021,AR
MARINE CORPS LEAGUE,, ,,,,PO BOX 1215 % ROBERT TOOMBS,MENA,71953,,"

",34.5862171,-94.23965539999999,03-0610836,AR
ZOE CENTER OF LIFE AND CDC INC,, ,,,,1209 PRATT RD % IVERSON C JACKSON,LITTLE ROCK,72206,,"

",34.6429822,-92.2433487,52-2415761,AR
BEDZ 4 KIDZ,, ,,,,3613 BRENTWOOD DR ,FORT SMITH,72908,,"

",35.2929593,-94.39456190000001,27-1694276,AR
LORDS RANCH CHRISTIAN BOYS HOME,, ,,,,1033 OLD BURR RD ,WARM SPRINGS,72478,,"

The Lord's Ranch provided 24 hr care with a rehab program Residents of the progarm are children with a history of substance abuse and behavioral problems. Most are in pychiatric care. The Lord's Ranch now provides transportation of the residents between housing and school and treatment and rents certain facilities to the Behavioral Unit - Treatment company.",36.4883738,-91.02667459999999,71-0587350,AR
REACH FOR THE STARS FOUNDATION INC,, ,,,,10 GLENDALE DR ,CABOT,72023,,"

",34.982188,-92.02174699999999,26-2315389,AR
LITTLE ROCK AIR FORCE BASE HISTORICAL FOUNDATION INC,, ,,,,PO BOX 252 ,JACKSONVILLE,72078,,"Museum of military history

Preservation of the heritage of the Little Rock Air Force Base and other related military historical artifacts for the surrounding community by providing a place of exhibit for those items.",34.87,-92.11,58-1978634,AR
PULASKI COUNTY SHERIFFS OFFICE CITIZENS ACADEMY ALUMNI ASSOCIATIO,, ,,,,3404 POPE AVE ,N LITTLE ROCK,72116,,"

",34.786784,-92.2368259,31-1626016,AR
COOPERATIVE EMERGENCY OUTREACH,, ,,,,PO BOX 3631 ,FAYETTEVILLE,72702,,"EMERGENCY DOMESTIC FUNDS

PROVIDING EMERGENCY EXPENSES FOR UTILITIES, RENT, FOOD, MEDICATION, CLOTHING, & TRANSPORTATION FOR NEEDY FAMILIES IN THE COUNTY",36.453733,-94.19572400000001,71-0695376,AR
"Arc-Isle, Inc.",info@thearc.org,Suzette Crim,(301) 565-3842,Director of Operations,,P. O. Box 1362 ,Hot Springs,71902,,"The Arc is an association formed in 1950 by family members and friends of people with mental retardation. Today there are 120,000 members and nearly 1,000 state and local chapters. The primary objective of the Arc is to secure for all people with mental retardation the opportunity to choose and realize their goals of where and how they learn, live, work, and play.  The Arc is further committed to reducing the incidence and limiting the consequence of mental retardation through education, research, advocacy, and the support of families, friends, and the community.

",0.0,0.0,71-0551649,AR
PERSONAL RESOURCE INFORMATIONCENTER INC,, ,,,,117 E ERIE AVE % BARBARA A HEYLIGER,HARRISON,72601,,"

",0.0,0.0,20-5128365,AR
ABILITIES UNLIMITED OF JONESBORO INCORPORATED,, ,,,,PO BOX 1207 ,JONESBORO,72403,,"Rehabilitation of handicapped individuals

The organizations provided developmental disability services to qualified individuals.",0.0,0.0,71-0351239,AR
CREDIT COUNSELING ADVOCATES,, ,,,,3103 ALMA HWY % JOHN PARKER,VAN BUREN,72956,,"

",35.436756,-94.34826799999999,71-0844924,AR
ST JOSEPH CENTER OF ARKANSAS,, ,,,,6800 CAMP ROBINSON RD ,N LITTLE ROCK,72118,,"

",34.8165162,-92.27426419999999,27-0392578,AR
BUILDING FUTURES INC,, ,,,,507 HARVEST CIR ,MARION,72364,,"

",35.2174494,-90.17568969999999,27-2975016,AR
WE CARE OF PULASKI COUNTY,, ,,,,PO BOX 208 ,WRIGHTSVILLE,72183,,"Charity

to provide food for the hungry, needy, and the underprividged. To provide Nutritional education.",34.6007637,-92.21736419999999,71-0604497,AR
LIVING FAITH CHRISTIAN CHURCH MID SOUTH CHRISTIAN ACADEMY,, ,,,,3801 WEST ST % DEREK WARREN,LITTLE ROCK,72204,,"

",34.7179437,-92.3714901,41-2047777,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,511 W 4TH ST ,SMACKOVER,71762,,"

",0.0,0.0,58-2013401,AR
RIVER VALLEY SHELTER FOR WOMEN INC,, ,,,,PO BOX 2066 ,RUSSELLVILLE,72811,,"TO PROVIDE TEMPORARY EMERGENCY RESIDENCE FOR WOMEN AND CHILDREN WHO AREVICTIMS OF PHYSICAL AND EMOTIONAL ABUSE AND NEGLECT

PROVIDE TEMPORARY EMERGENCY RESIDENCE FOR WOMEN AND CHILDREN WHO ARE VICTIMS OF PHYSICAL AND EMOTIONAL ABUSE AND NEGLECT",0.0,0.0,71-0558388,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,39 GREEN VALLEY DR ,GREENBRIER,72058,,"

",35.224065,-92.39569000000002,51-0208003,AR
ARKANSAS PSYCHOLOGICAL ASSOCIATION INCORPORATED TERM,, ,,,,PO BOX 21220 ,LITTLE ROCK,72221,,"Advancing psychology as a science and a profession.

Conferences for continuing education in the field of psychology to promote the advancement of psychology as a science, profession, and means of promoting human welfare in the state of Arkansas.",34.75,-92.28999999999999,71-0494381,AR
INTERNATIONAL ASSOCIATION OF LIONS CLUBS,, ,,,,PO BOX 28 % CHARLES DAN FAGALA,GRAVETTE,72736,,"

",36.4220207,-94.4535484,71-6059812,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,PO BOX 335 ,KEISER,72351,,"

",0.0,0.0,71-0550809,AR
OASIS RESOURCES INC,, ,,,,212 E CHURCH ST ,WARREN,71671,,"HOUSING, TRANSPORTATION, MEDICATIONS FOR HOMELESS

OASIS PROVIDED SHELTER, MEALS, TRANSPORTATION AND MEDICATION TO HOMELESS FOR VARIOUS PERIODS OF TIME DEPENDING ON NEED DURING 2002",0.0,0.0,58-1864027,AR
TOLER L HUTCHINS JR ALL VETERANS EMPOWERMENT SERVICES INC,, ,,,,PO BOX 150 ,FORREST CITY,72336,,"

",35.01,-90.78999999999999,27-4189594,AR
VETERANS COUNCIL OF NORTHWEST ARKANSAS INC,, ,,,,PO BOX 3085 % LABRIE RICHARD LABRIE,BELLA VISTA,72715,,"ARMED FORCES MEMORIAL

PROMOTE CONSTRUCTION OF MEMORIAL TO ALL THOSE WHO HAVE SERVED IN THE ARMED FORCES OF THE UNITED STATES",36.4779621,-94.30515419999999,71-0860502,AR
US Marine Corps Food Service Association,secretary-usmc@usmcfsa.com,Edwin Gray,,Secretary,www.usmcfsa.com,1001 McArthur Dr ,Jacksonville,72076,,"To provide a focal point for Active, Reserve, Retired and former US Marine Corps Food Service Veterans of all grades in furtherance of the objectives outlined above.

",0.0,0.0,71-0852856,AR
100 CLUB OF ARKANSAS INC,, ,,,,2000 N GARLAND AVE APT 79 % CATHERINE OGORMAN,FAYETTEVILLE,72703,,"

",0.0,0.0,16-1716518,AR
CITIES WITHOUT WALLS INC,, ,,,,8223 E ELM ST % CAROL H SMITH,BENTON,72015,,"

",34.5645371,-92.586828,43-2005327,AR
RILEYS WARRIORS INC,, ,,,,23 NORFORK DR % ROBERT H MCCLANAHAN,MAUMELLE,72113,,"SPECIAL NEEDS CHILDREN

RESPITE CARE FOR FAMILIES OF SPECIAL NEEDS CHILDREN, SUPPORT OF EASTER SEALS WALK, DEVELOPMENT OF SPECIAL NEEDS BIBLE CLASS CURRICULUM",34.8667565,-92.4043219,20-0410881,AR
VETERANS OF FOREIGN WARS OF THE US DEPT OF ARKANSAS LADIES AUXILIARY,, ,,,,PO BOX 604 ,MARIANNA,72360,,"

",34.7737082,-90.7576112,51-0198876,AR
WOMAN OF PARADISE,, ,,,,300 S RODNEY PARHAM RD SUITE 1-179 ,LITTLE ROCK,72205,,"

",34.7511158,-92.3644799,26-4820743,AR
ASPIRE ASSISTING SINGLE PARENTS IN REALIZING EDUCATION,, ,,,WWW.ASPIREUS.ORG,20 E CENTER SUITE 107 % CHRISTINE ZINI,FAYETTEVILLE,72701,,"PROVIDE ASSISTANCE TO ORGANIZATIONS WISHING TO SET UP A SINGLE PARENT SCHOLARSHIP ORGANIZATION

PROVIDE ASSISTANCE TO ORGANIZATIONS WISHING TO SET UP A SINGLE PARENT SCHOLARSHIP ORGANIZATION",36.0625795,-94.1574263,26-2740057,AR
ABILITIES UNLMITED OF HOT SPRINGS ARKANSAS INC,, ,,,,PO BOX 3420 ,HOT SPRINGS,71914,,"JOB TRAINING FOR DISABLED PERSONS

VOCATIONAL TRAINING FOR HANDICAPPED AND DISABLED PERSONS, INCLUDING EVALUATIONS, TRAINING, SHELTERED EMPLOYMENT AND JOB PLACEMENT",34.5,-93.06,71-0333344,AR
ABILITIES UNLIMITED OF NORTHWEST ARKANSAS INC,, ,,,www.abilitiesunlimitednwa.com,1102 S HAPPY HOLLOW RD ,FAYETTEVILLE,72701,,"PROVIDE ASSESSMENT, WORK ADJUSTMENT TRAINING, WORK ACTIVITY, AND JOB GUIDANCE AND PLACEMENT SERVICES FOR DISABLED INDIVIDUALS

PROVIDE ASSESSMENT, WORK ADJUSTMENT TRAINING, WORK ACTIVITY, AND JOB GUIDANCE AND PLACEMENT SERVICES FOR DISABLED INDIVIDUALS.",36.051159,-94.13528699999999,71-0396821,AR
AIR FORCE ASSOCIATION,, ,,,,PO BOX 733 ,JACKSONVILLE,72078,,"

",0.0,0.0,23-7073310,AR
AT THE TABLE INC,, ,,,,12 WINDEMERE ,BENTONVILLE,72712,,"

",36.399262,-94.223892,27-5284715,AR
THE WAY MINISTRIES,, ,,,,501 BEASLEY DR % GERRY SMITH,CENTERTON,72719,,"

",36.3699231,-94.30515419999999,30-0489060,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,PO BOX 597 ,HAMPTON,71744,,"

",33.537892,-92.4698762,23-7145182,AR
DRUG POLICY EDUCATION GROUP INC,, ,,,,PO BOX 682 ,FAYETTEVILLE,72702,,"The purposes for which this corporation is formed are charitable, educational, scientific, as follows: (a) to provide for public education on drug policies by sponsoring public forums, soliciting speaking engagements, hosting public meetings, and convening and/or participating in conferences, panels, and other public and/or educational events;

Distribution of educational material on drug policy via pamphlets, publications, exhibits, books, videos, and electronic media.",36.453733,-94.19572400000001,71-0844533,AR
B-WATCH,, ,,,,143 POWDER FORK RD % DON PETTIT,BALD KNOB,72010,,"

",35.3098066,-91.5679114,87-0697753,AR
VICTIMS OF VIOLENCE INC,, ,,,,528 W GAINES ST % CHET HODGIN,MONTICELLO,71655,,"

",33.6289974,-91.7909639,71-0934697,AR
A NEW BEGINNING IN YOU,, ,,,,PO BOX 166031 % RUBY DUMAS,LITTLE ROCK,72216,,"

",34.65,-92.25,94-3447247,AR
BE GOOD & DO GOOD,, ,,,,20135 W HIGHWAY 72 ,GRAVETTE,72736,,"

",36.420439,-94.475201,27-4153041,AR
AMVETS,, ,,,,PO BOX 2033 % TOMMY ROBERSON,RUSSELLVILLE,72811,,"

",35.2769962,-93.1319863,43-2018821,AR
TWO BY TWO MINISTRY,, ,,,,12 CARDINAL CIRCLE ,CONWAY,72032,,"

",35.12867,-92.43062499999999,27-0692766,AR
ASSOCIATION OF MILITARY CONTRACT NEWSPAPERS INC,, ,,,,PO BOX 2221 ,LITTLE ROCK,72203,,"

",34.7461459,-92.28785669999999,58-1857367,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,PO BOX 141 ,COTTER,72626,,"

",36.2711798,-92.5354402,71-0457884,AR
VETERANS OF FOREIGN WARS OF THE US DEPT OF ARKANSAS LADIES AUXILIARY,, ,,,,PO BOX 1133 ,HOPE,71802,,"

",0.0,0.0,71-0565520,AR
Psi Chi National Honor Society in Psychology,scottgast@hotmail.com,Kay Wilson,(423) 756-2044,Executive Officer,http://www.psichi.org,Lyon College Department of Psychology ,Chattanooga,72503,,"Psi Chi is the National Honor Society in Psychology, founded in 1929 for the purposes of encouraging, stimulating, and maintaining excellence in scholarship, and advancing the science of psychology. Membership is open to graduate and undergraduate men and women who are making the study of psychology one of their major interests, and who meet the minimum qualifications. Psi Chi is a member of the Association of College Honor Societies and is an affiliate of the American Psychological Association and the American Psychological Society.

",0.0,0.0,71-0747025,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,295 MALVERN RD ,CADDO VALLEY,71923,,"

",34.196434,-93.045397,71-0454542,AR
PARENTS AGAINST PHYSICAL AND EMOTIONAL ABUSERS,, ,,,,3900 HWY 65 SOUTH 18 ,PINE BLUFF,71601,,"

",34.15819,-91.812709,80-0482841,AR
DISABLED AMERICAN VETERANS,, ,,,,6000 S ZERO ,FORT SMITH,72903,,"

",35.3268155,-94.365529,71-6061884,AR
USS RICH ASSOCIATION,, ,,,,1801 N 9TH ST % DONALD HOGG,DE QUEEN,71832,,"

",0.0,0.0,20-8531490,AR
A1 CREDIT COUNSELING INC,, ,,,,10201 JENNY LIND RD % GARY D MCWILLIAMS,FORT SMITH,72908,,"

",35.2994544,-94.4079213,27-0021384,AR
HORATIO COMMUNITY FOOD DEPOT,, ,,,,PO BOX 335 % WILBURN SMITH,HORATIO,71842,,"

",33.9384482,-94.3571494,14-2001651,AR
"Free Greens, Inc.",, ,,,,119 Oak St Ste 308 ,Hot Springs,71901,,"

",0.0,0.0,27-1004764,AR
HOME SOURCE INC,, ,,,,3950 N HIGHWAY 7 ,HOT SPRINGS,71909,,"

",34.6392351,-93.0581699,27-0442230,AR
THE GOOD SHEPHERD CENTER INC,, ,,,,PO BOX 811 ,WYNNE,72396,,"BASIC NEEDS EMERGENCY AID

DISTRIBUTION OF DONATED/PURCHASED FOOD, CLOTHING ON BASIS OF NEED, TOY & FOOD AT CHRISTMAS",35.224533,-90.78677979999999,71-0655075,AR
YMCA Foundation Of Metropolitan Little,dan.maier@ymca.net,Dan Maier,(501) 758-3170,Nat'l Executive Director,http://www.ymca.net,6101 John F Kennedy Blvd ,N Little Rock,72116,,"To help fund the YMCA of Metropolitan Little Rock

Assisting, directly and indirectly, The Young Men's Christian Association of Little Rock, Arkansas in the attainment of its goals and objectives and to support and facilitate the operation of The Little Rock Metropolitan YMCA.",34.8120592,-92.2446227,51-0183782,AR
TREE OF LIFE DEVELOPMENT CENTER INC,, ,,,,1800 W 16TH ST ,N LITTLE ROCK,72114,,"

",0.0,0.0,71-0855409,AR
VETERANS OF FOREIGN WARS OF THE US DEPT OF ARKANSAS LADIES AUXILIARY,, ,,,,PO BOX 73 ,EVENING SHADE,72532,,"

",36.071737,-91.61930749999999,51-0201625,AR
BACA OF ARKANSAS,, ,,,,PO BOX 108955 ,FORT SMITH,72918,,"to Assist Abused Children

Expenses Paid To Work With Children At Shelters, Attend Count, And follow up visits to homes of abused Children",35.59116,-93.761674,82-0565516,AR
PATHFINDER SERVICES INC,, ,,,,PO BOX 647 ,JACKSONVILLE,72078,,"PATHFINDER SERVICES, INC. PROVIDES SKILLS TRAINING AND EMPLOYMENT TO HANDICAPPED INDIVIDUALS BY PROVIDING CONTRACT SERVICES TO THE COMMUNITY AND LOCAL BUSINESSES THROUGH PROGRAMS DEVELOPED AND SUPPORTED BY PATHFINDER, INC., A PRIVATE, NON-PROFIT ORGANIZATION WHOSE MISSION IS TO PROVIDE AN ARRAY OF SERVICES AT THE COMMUNITY LEVEL TO ASSIST CITIZENS WITH THE DISABILITIES.

PATHFINDER SERVICES, INC. PROVIDES SKILLS TRAINING AND EMPLOYMENT TO HANDICAPPED INDIVIDUALS BY PROVIDING CONTRACT SERVICES TO THE COMMUNITY AND LOCAL BUSINESSES THROUGH PROGRAMS DEVELOPED AND SUPPORTED BY PATHFINDER, INC., A PRIVATE, NON-PROFIT ORGANIZATION WHOSE MISSION IS TO PROVIDE AN ARRAY OF SERVICES AT THE COMMUNITY LEVEL TO ASSIST CITIZENS WITH THE DISABILITIES.",34.87,-92.11,71-0644445,AR
MILITARY ORDER OF THE PURPLE HEART,, ,,,,322 LESLIE ANN DR % PAUL EUGENE CALKIN,JONESBORO,72401,,"

",35.84229670000001,-90.704279,80-0426815,AR
NORTHCENTRAL ARKANSAS DEVELOPMENT COUNCIL INC 9TH & OAK STS,, ,,,,PO BOX 3349 ,BATESVILLE,72503,,"Provide various types of assistance to eligible individuals

WIA WORK PROGRAMS AND TRAINING FOR THE UNEMPLOYED 9 COUNTY AREA SERVED",35.77144000000001,-91.64968999999999,71-0385980,AR
STONE COUNTY ABUSE PREVENTION,, ,,,,PO BOX 689 ,MOUNTAIN VIEW,72560,,"TO PROMOTE THE RIGHTS AND PROVIDE SHELTER FOR ADULTS AND CHILDREN WHO HAVE BEEN ABUSED PHYSICALLY, MENTALLY AND EMOTIONALLY.

STONE COUNTY ABUSE PREVENTION, INC. PROVIDES A SHELTER FOR ADULTS AND CHILDREN WHO HAVE BEEN ABUSED PHYSICALLY, MENTALLY AND EMOTIONALLY.",0.0,0.0,71-0827219,AR
COUNSELING CLINIC INC,, ,,,,307 E SEVIER ST ,BENTON,72015,,"TO ESTABLISH AND MAINTAIN CLINICAL FACILITIES FOR THE CARE OF PERSONS SUFFERING FROM MENTAL ILLNESSES, AND PROVIDE REHABILITATIVE SERVICES TO ALCOHOLICS AND ABUSED AND/OR AT-RISK CHILDREN

OUTPATIENT SERVICES",34.563837,-92.58391999999999,71-0448650,AR
DISABLED AMERICAN VETERANS AUXILLARY INC,, ,,,,700 PRAIRIE CREEK RD ,MENA,71953,,"

",0.0,0.0,71-0770767,AR
DISABLED AMERICAN VETERANS,, ,,,,2817 HIGHWAY 62 412 ,HIGHLAND,72542,,"

",36.299456,-91.50462999999999,31-1024005,AR
SONS OF CONFEDERATE VETERANS INC,, ,,,,609 BOND ST % ALLEN BLACKFORD,WARREN,71671,,"

",33.6126086,-92.064583,20-4251227,AR
INNOVATIVE SOLUTIONS FOR EDUCATIONAL PARTNERSHIPS,, ,,,,PO BOX 34296 % TONY BOAZ,LITTLE ROCK,72203,,"

",34.7461459,-92.28785669999999,26-1995715,AR
OZARK MOUNTAIN ALCOHOL RESIDENTIAL TREATMENT INC,, ,,,,PO BOX 308 ,GASSVILLE,72635,,"THE ORGANIZATION OFFERS TREATMENT FOR ALCOHOL AND DRUG ABUSERS, BOTH AS OUTPATIENTS AND RESIDENTS.

THE ORGANIZATION OFFERS TREATMENT FOR ALCOHOL AND DRUG ABUSERS, BOTH AS OUTPATIENTS AND RESIDENTS.",36.2831238,-92.4940505,71-0556680,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,1801 N 9TH ST ,DE QUEEN,71832,,"

",0.0,0.0,71-0546599,AR
ONE INC,, ,,,,8016 FAULKNER LAKE RD ,N LITTLE ROCK,72117,,"

",34.748532,-92.175462,45-1933277,AR
"North Central Arkansas Private Industry Council, Inc.",, ,,,,PO Box 2061 ,Batesville,72503,,"

",35.77144000000001,-91.64968999999999,71-0631782,AR
PONCA MILITARY ACADEMY EDUCATIONAL AND CHARITABLE TRUST,, ,,,,6098 PACK LN % CLIFFORD D HAYES,ROGERS,72758,,"

",36.2989178,-94.17185420000001,26-1456340,AR
VIETNAM VETERANS OF AMERICA,, ,,,,1703 ALLBRITTON DR % GARY D MCDOUGAL,WHITEHALL,71602,,"

",34.29047,-92.1253854,65-1287552,AR
CABOT CHRISTMAS ALLIANCE INC,, ,,,,138 FORBUS RD % ED CALDWELL,CABOT,72023,,"

",34.974532,-92.0165336,26-1365655,AR
AMERICAN LEGION 21 PICKETT,, ,,,,PO BOX 585 ,JONESBORO,72403,,"

",0.0,0.0,23-7027830,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,2722 WYMAN ,FAYETTEVILLE,72701,,"

",36.058783,-94.123555,71-0862609,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,272 COUNTY ROAD 330 % JERRY SIMS,BERRYVILLE,72616,,"

",0.0,0.0,71-0599139,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,101 S MAIN ST % GREG HANSEN,FORDYCE,71742,,"

",0.0,0.0,71-0568825,AR
FULTON COUNTY COMMUNITY HOUSING INC,, ,,,,PO BOX 356 ,ASH FLAT,72513,,"To provide housing for the developmentally disabled

To provide housing for developmentally disabled adults at a 10-unit home",0.0,0.0,71-0754189,AR
ARKANSAS CHAPTER AMERICAN ACADEMY OF PEDIATRICS FOUNDATION,, ,,,www.arkansasaap.org,223 BECKWOOD DR % AIMEE BERRY,LITTLE ROCK,72205,,"To provide healthcare public information messages, child advocacy programs and other social and educational services to the medical community and families residing in the state of Arkansas.

To provide healthcare public information messages, child advocacy programs and other social and educational services to the medical community and families residing in the state of Arkansas.",0.0,0.0,20-5824116,AR
TRIPLE C OUTREACH,, ,,,,PO BOX 2109 ,PINE BLUFF,71613,,"

",0.0,0.0,80-0710601,AR
WARRIORS WAY FOUNDATION,, ,,,,PO BOX 86 % SUZANNE E PARNELL,CHESTER,72934,,"

",35.6809165,-94.17520569999999,05-0613215,AR
COUNSELING SERVICES OF EASTERN ARKANSAS SHELTERED WORKSHOP,, ,,,,2707 BROWNS LN % RUTH ALLISON DOVER,JONESBORO,72401,,"

",35.84229670000001,-90.704279,26-3485176,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,PO BOX 582 % BILL TONEY,LESLIE,72645,,"

",35.8303543,-92.55793969999999,71-0599143,AR
ROLAND CRISIS CLOSET,, ,,,,PO BOX 90 % PAULINE MORELAND,ROLAND,72135,,"

",34.8576632,-92.55942139999999,71-0852182,AR
AMERICAN LEGION,, ,,,,PO BOX 431 % BILLY S MCDONALD JR,MINERAL SPGS,71851,,"

",33.8457722,-93.9266502,05-0618916,AR
13TH JUDICIAL DISTRICT CASA NORTH INC,, ,,,,PO BOX 946 % SHARON GRAY,FORDYCE,71742,,"

",33.8137161,-92.4129303,27-0316086,AR
CENTER FOR FATHERS AND FAMILIES OF ARKANSAS,, ,,,,4100 LINWOOD DR % MATTHEW K CRAIN,PARAGOULD,72450,,"

",0.0,0.0,20-2467054,AR
VETERANS OF FOREIGN WARS OF THE US DEPT OF ARKANSAS LADIES AUXILIARY,, ,,,,1199 HEBER SPRINGS RD ,BATESVILLE,72501,,"

",35.7362615,-91.6784704,71-0718500,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,PO BOX 1133 ,HOPE,71802,,"

",34.5848727,-92.3912362,71-0408023,AR
GRANNY DAVIS HOUSE INC,, ,,,,4205 W BARRAQUE ST ,PINE BLUFF,71602,,"

",34.23037530000001,-92.0473282,27-3731680,AR
99 BALLOONS INC,, ,,,,PO BOX 10934 ,FAYETTEVILLE,72703,,"

",36.453733,-94.19572400000001,26-1298485,AR
LITTLE ROCK NEIGHBORHOOD IMPROVEMENT AND PRESERVATION,, ,,,,1124 DR MARTIN LUTHER KING DR % CAROL A DAVIS,LITTLE ROCK,72202,,"

",0.0,0.0,71-0838250,AR
VIETNAM VETERANS OF AMERICA INC,, ,,,,7200 PARK MEADOWS DR % ANDY LAMONICA,SHERWOOD,72120,,"

",0.0,0.0,71-0678681,AR
ABOVE & BEYOND CARE,, ,,,,6501 RAM RD ,MABELVALE,72103,,"

",34.584007,-92.35448900000002,26-4413481,AR
FIRST CHRISTIAN CHURCH OF GRAVETTE,, ,,,,PO Box 127 ,Gravette,72736,,"

",36.4220207,-94.4535484,71-0567269,AR
LEWIS-BURNETT EMPLOYMENT FINDER,, ,,,,7123 INTERSTATE 30 ,LITTLE ROCK,72209,,"

",0.0,0.0,71-0829438,AR
FAMILY AND FRIENDS OF CARE FACILITY RESIDENTS,, ,,,,5501 SOUTHWOOD RD % ANNETTE MATTHEWS,LITTLE ROCK,72205,,"

",34.7486563,-92.3542193,77-0636193,AR
HOUSE OF LITTLE ONES INCORPORATED,, ,,,,2303 SHERATON PARK DR ,PINE BLUFF,71603,,"Daycare services

Providing daycare services to children of low income working parents",0.0,0.0,62-1709775,AR
LAW ENFORCEMENT ASSISTANCE PROGRAM,, ,,,,PO BOX 460 ,SILOAM SPGS,72761,,"ASSIST LAW ENFORCEMENT IN BENTON COUNTY, ARKANSAS

GIFTS TO LAW ENFORCEMENT PROGRAMS",0.0,0.0,71-0763430,AR
YWCA OF EL DORADO ENDOWMENT FUND,, ,,,,410 E ELM ST ,EL DORADO,71730,,"To provide financial support to the YWCA of El Dorado

The YWCA of El Dorado Endowment Fund exists for the sole purpose of providing financial support to the YWCA of El Dorado",33.2125317,-92.6610402,71-0736935,AR
