,Email,Name,Phone,Title,Website,Street,City,Postal Code,Associated with,Description,Latitude,Longitude,EIN,State
GREATER CORNERSTONE COMMUNITY DEVELOPMENT PROJECT,, ,,,www.gccdp.org,5610 S 41ST WEST AVE % GREATER CORNERSTONE CHURCH,TULSA,74107,,"Serving as a facilitator for community development by providing a safe welcoming environment for the delivery of information social services recreational activities and cultural events that serve the diverse needs of people in our community

Creation of a community center which provides programs targeted to meet the needs of residents from preschool children through seniors The Center will house a range of heath educational community enrichment and basic material need programs",36.0993914,-96.0573302,20-1737542,OK
OKLAHOMA NETWORK FOR MULTI-CULTURAL SERVICES INC,, ,,,,4801 N CLASSEN BLVD STE 237 ,OKLAHOMA,73118,,"TO PROVIDE MENTAL HEALTH CONSULTING SERVICES

DURING 1998, THE ORGANIZATION PROVIDED MENTAL HEALTH SERVICES TO OVER 200 PATIENTS. BY PROVIDING THESE SERVICES, THE ORGANIZATION IS HELPING MANY INDIVIDUALS THAT MAY NOT HAVE THE FINANCIAL MEANS TO OBTAIN SUCH CONSULTING ELSEWHERE",35.5200632,-97.5346488,73-1521051,OK
FAMILY SERVICES BEYOND EXPECTATION INC FSBE,, ,,,,805 N BOCK ST ,BROKEN BOW,74728,,"

FSBE, INC. OPERATES HOUSE OF HOPE WHICH PROVIDED FOOD AND LODGING TO HOMELESS YOUTH TO 17 YEARS OLD AND TO YOUNG ADULTS 18-22 YEARS OLD. THE ORGANIZATION ALSO WORKED- WITH AT- RISK YOUTH TO 18 YEARS IN THEIR HOMES.",0.0,0.0,73-1405303,OK
VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF OKLAHOMA,, ,,,,714 N JACKSON ,BLANCHARD,73010,,"

",35.1430245,-97.6570374,23-7389615,OK
BUFFALO SOLDIERS HERITAGE PLAZA INC,, ,,,,16 NW 2ND ST ,LAWTON,73507,,"The establishment of a public plaza or park to honor the Buffalo Soldiers and their contributions to America. The plaza or park shall be known as the Buffalo Soldiers Heritage Plaza and shall consist of landscaping, statuary and plaques that will inform and educate the public to the history of the Buffalo Soldiers, their accomplishments, and their contributions to the United States. The corporation shall also provide continual maintenance, repair and update of the Buffalo Soldiers Heritage Plaza

COMPLETED CONSTRUCTION OF A PUBLIC PLAZA TO HONOR THE BUFFALO SOLDIERS.",34.6100009,-98.390732,26-2628753,OK
SUBSTANCE ABUSE DIAGNOSTIC AND TREATMENT SERVICES,, ,,,,312 N MAIN ST % EILEEN MCGEE,ELK CITY,73644,,"

",35.4119944,-99.4042592,43-2023595,OK
AMERICAN ELDER CARE FOUNDATION,, ,,,,1507 S MCKENNA BOX 140 % FRANK W BAUMEISTER PHD,POTEAU,74953,,"

",0.0,0.0,72-1536306,OK
VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF OKLAHOMA,, ,,,,PO BOX 786 ,WEATHERFORD,73096,,"

",35.5261633,-98.7075744,73-1047150,OK
OKLAHOMA ALEXANDER GRAHAM BELL ASSOCIATION FOR THE DEAF,, ,,,,PO BOX 1426 % MERRY MCELWAIN,BETHANY,73008,,"

",35.5186678,-97.63226390000001,20-0042762,OK
HEARTHSTONE MINISTRIES INCORPORATED,, ,,,,11600 N GARNETT RD % B DEAN HUDGEONS,COLLINSVILLE,74021,,"

",36.3645384,-95.83887659999999,20-4960149,OK
DHS EMPLOYEE COMMUNITY OUTREACH BOARD OF MAYES COUNTY INC,, ,,,,501 S ELLIOTT ST ,PRYOR,74361,,"

",36.2958779,-95.3098081,73-1406787,OK
SONS OF CONFEDERATE VETERANS INC,, ,,,,PO BOX 533 % DAVID ALAN TAMPLIN,HEAVENER,74937,,"

",34.8891667,-94.60416670000001,30-0596107,OK
WINNERS CIRCLE FOUNDATION INC,, ,,,,8201 S Council Rd ,Oklahoma City,73169,,"

",35.3852498,-97.6538121,73-1360889,OK
EQUINE THERAPY CENTER INC,,Prim Cockrell,,President,www.equine-therapy-center.org,220 N Midwest Blvd ,Edmond,73034,,"The Equine Therapy Center's mission is to help at-risk youth develop a biblical character by using God's beautiful creation, the horse.

The organization hosted Shiloh Summer Camp in 2008 where over 600 children were ministered to. Several after school programs were provided during the school year to 40+ at-risk youth teaching equine education and responsibility. Children from the Edmond Community Court system who are ordered to participate in community service have served their appointed service time at ETC. Oklahoma Christian Schools sent 5 children per month to help the program as part of their community service requirements.",35.6567089,-97.3894041,82-0587321,OK
CHEROKEE NATION COLOR GUARD,, ,,,,926 N GRAND AVE % W DONALD STROUD,TAHLEQUAH,74464,,"

",35.91537,-94.969956,20-5792521,OK
REFUGE OF HOPE MINISTRIES INC,, ,,,,9980 N 4000 RD % JAMES V MOZDREN,DEWEY,74029,,"

",36.7959193,-95.9355387,73-1618845,OK
DEPARTMENT OF OKLAHOMA LADIES AUXILIARY TO THE VFW INC,, ,,,,PO BOX 842 ,TISHOMINGO,73460,,"

",34.2362054,-96.67861309999999,27-0195413,OK
"Domestic Violence Intervention Services Guild, Inc.",, ,,,,1419 E 15th St ,Tulsa,74120,,"TO SUPPORT DOMESTIC VIOLENCE CLIENTS

PROVIDED CLOTHING TO DVIS CLIENTS, CLIENTS IN SHELTER AND CLOTHING AND HOUSEWARES TO CLIENTS IN TRANSITIONAL HOUSING. REMAINING CLOTHING (DONATED BY COMMUNITY) ARE RESOLD, WITH PROFITS GOING TO DVIS (#28). APPROXIMATELY 10 OR MORE CLIENTS SERVED BY SHOP EACH WEEK, PROVIDED WITH 5 ITEMS OF CLOTHING (OUTFITS) PER FAMILY MEMBER, CLIENT & CHILDREN.",0.0,0.0,73-1403803,OK
Court Appointed Special Advocates Of Osage County Inc,dnika@nationalcasa.org,D'Nika Jackson,(800) 628-3233,Resource Development Coordinator,http://www.nationalcasa.org/,628 Kihekah Ste 201,Pawhuska,74056,,"National CASA's mission is to ensure that every child in or risk of being placed in foster care has a CASA Volunteer, appointed by judges to be a voice for these children in court. The result is that they are placed into safe, loving homes where they can thrive.

TRAIN AND EDUCATE VOLUNTEERS TO WORK WITH CHILDREN IN OSAGE COUNTY COURT SYSTEM.",0.0,0.0,73-1510994,OK
US MARINE CORPS COORDINATING COUNCIL OF OKLAHOMA INC,, ,,,,1420 EVERGREEN CIR ,MIDWEST CITY,73110,,"

",0.0,0.0,71-0884701,OK
VETERANS OF FOREIGN WARS DEPT OF OKLAHOMA,, ,,,,1427 N OKMULGEE AVE ,OKMULGEE,74447,,"

",35.6396191,-95.9752358,73-6103070,OK
VETERANS OF FOREIGN WARS DEPT OF OKLAHOMA,, ,,,,BOX 567 ,NEWCASTLE,73065,,"

",0.0,0.0,73-1339653,OK
VETERANS FOR PEACE INC,, ,,,,PO BOX 12068 % MICHAEL MCPHEARSON,OKLAHOMA CITY,73157,,"

",0.0,0.0,20-4474349,OK
CHILD ENRICHMENT PROGRAM,, ,,,,PO BOX 268 ,STILWELL,74960,,"LOW INCOME CHILDREN SERVICES

PARENTING SKILLS AND EARLY CHILDHOOD CLASSES SERVICING APPROXIMATELY 200 CHILDREN",35.81453,-94.6285553,73-1541236,OK
NATIONAL ASSOCIATION OF RETIRED & VETERAN RAILWAY EMPLOYEES,, ,,,,236 N N AVE % IRENE NUSE,EL RENO,73036,,"

",35.5322741,-97.9550493,36-3855363,OK
QUICKCERT,, ,,,,6619 S 76TH EAST AVE ,TULSA,74133,,"

",36.06695200000001,-95.89214,80-0392470,OK
AMERICAN FEDERATION OF GOVERNMENT EMPLOYEES,, ,,,,700 W LARK ST % DIANE K JOHNSON,ALTUS,73521,,"

",0.0,0.0,73-6111822,OK
UNION AIR FORCE JROTC BOOSTER CLUB,, ,,,,7616 S GARNETT RD % CHERYL A BATEMAN,BROKEN ARROW,74012,,"

",0.0,0.0,81-0596183,OK
"Oklahoma Casa Association, Inc.",stacey@oklahomacasa.org,Stacey Brooks,,Administrative Assistant,http://www.oklahomacasa.org/,PO Box 54946 ,Oklahoma City,73154,,"National CASA''s mission is to ensure that every child in or risk of being placed in foster care has a CASA Volunteer, appointed by judges to be a voice for these children in court. The result is that they are placed into safe, loving homes where they can thrive.The Court Appointed Special Advocate (""CASA"") programs are non-profit organizations that advocate for the best interest of children. CASA programs recruit and train volunteers to serve as court appointed special advocates for abused and neglected children in juvenile, deprived, proceedings.

Provide training and assist local programs in recruiting, training, and supervising volunteers to serve as court appointed special advocates for abused and neglected children and other children in the juvenile justice systems in Oklahoma.",35.52,-97.52,73-1333538,OK
SWOT,, ,,,,6145 E 31ST ST ,TULSA,74135,,"Workshop for tje Developmentaly Disabled Individuals Serviced. Serviced 12 Clients.

",0.0,0.0,73-1228603,OK
MCALESTER DEFENSE SUPPORT ASSOCIATION,, ,,,,1418 TIMBER LN % LARRY NORTUNEN,MCALESTER,74501,,"

",34.9334298,-95.76971309999999,26-3295313,OK
OSAGE FINANCIAL RESOURCES INC AN OKLAHOMA NON PROFIT CORPORATION,, ,,,,PO BOX 835 % MARY E RICKETTS,PAWHUSKA,74056,,"CREATE AFFORDABLE HOUSG LOANS

CREATE AFFORDABLE HOUSING LOAN PROGRAMS TO PURCHASE HOUSING, TO REHABILITATE HOUSING, TO MAKE INFRASTRUC IMPROVEMENTS AND TO ADDRESS CIVIC NEEDS.",0.0,0.0,86-1066065,OK
STARS,, ,,,,512 SHOEMAKE RD ,BENNINGTON,74723,,"

",34.053001,-96.084822,27-0554091,OK
SOUTHERN OKLAHOMA NUTRITION PROGRAM,, ,,,,1600 ARLINGTON ST STE C ,ADA,74820,,"To provide the best possible services which will promote good health, independent living and a better quality of life for those who participate, all being accomplished in a cheerful and friendly atmosphere

Advantage Program - Deliver meals to medicaid eligible clients",34.781665,-96.6563809,73-0974147,OK
STEPPING STONES ALLIANCE INC,, ,,,,PO BOX 2571 % BARBARA L HIGGINS,CHICKASHA,73023,,"

",35.0499941,-97.9413038,37-1560297,OK
VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF OKLAHOMA,, ,,,,PO BOX 95726 ,OKLAHOMA CITY,73143,,"

VA HOSPITALS - COMFORT ITEMS FOR HOSPITALIZED VETERANS IN VA CENTERS (10) ALSO TV'S, ORTHOPEDIC DEVICES, HYGIENE ITEMS.",0.0,0.0,73-6096027,OK
CHRISTIANS CONCERNED,, ,,,,PO BOX 811 ,DUNCAN,73534,,"PROVIDE FOR EMERGENCY NEEDS, SERVICES, AND ASSISTANCE FOR FOOD, SHELTER, UTILITIES, MEDICAL AND TRANSPORTATION FOR PERSONS WITH URGENT NEEDS FOR BASIC LIVING EXPENSES.

PROVIDE FOR EMERGENCY NEEDS, SERVICES AND ASSISTANCE FOR FOOD SHELTER, UTILITIES, MEDICAL TRANSPORTATION FOR PERSONS IN URGENT NEEDS FOR LIVING EXPENSES",34.5027006,-97.9566004,73-0685487,OK
WESTERSON RESOURCE FUND INC,, ,,,,PO BOX 603 ,EDMOND,73083,,"SPECIAL NUTRITION FOOD PROG

PURPOSE OF DISBURSING REIMBURSEMENTS FROM STATE TO DAY CARE FACILITIES FOR PROVIDING NUTRITIONAL MEALS",0.0,0.0,73-1450125,OK
DUNJEE ALL-SCHOOL ASSOCIATION INCORPORATED,, ,,,,6312 SW 123RD ST ,OKLAHOMA CITY,73173,,"COMMUNITY RESOURCE CENTER

CONDUCTED A YOUTH ALTERNATIVE PROGRAM FOR CHILDREN AT-RISK FOCUSING ON COUNSELING AND TUTORIAL EDUCATIONAL SERVICES.",35.3438,-97.624161,73-1499563,OK
4 THE PEOPLE INC,, ,,,,1225 W MAIN ST STE 102 % KATHLEEN LACEY,NORMAN,73069,,"

",28.0440953,-81.9573343,20-4372608,OK
VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF OKLAHOMA,, ,,,,PO BOX 340 ,LANGLEY,74350,,"

",36.47045,-95.04885999999999,73-1413987,OK
"Pushmataha County Casa, Inc.",dnika@nationalcasa.org,D'Nika Jackson,(800) 628-3233,Resource Development Coordinator,http://www.nationalcasa.org/,601 SW B St ,Antlers,74523,,"National CASA's mission is to ensure that every child in or risk of being placed in foster care has a CASA Volunteer, appointed by judges to be a voice for these children in court. The result is that they are placed into safe, loving homes where they can thrive.

",34.2265707,-95.6204198,73-1419063,OK
TRI-COUNTY VOCATIONAL CENTER INC,, ,,,,1079 E PENINSULA DR ,CLEVELAND,74020,,"Services for persons who have Developmental Disabilities

Vocational and Habilitational Services for Individuals who have Developmental Disabilities Community Adaptation Transportation",0.0,0.0,73-1437180,OK
SHELTERED WORKSHOP INC,swpc_exdirector@provalue.net,Edward Arnold,,Executive Director,,PO Box 1509 ,Stillwater,74076,,"Provides employment and community living supports for adults with developmental disabilities.

Provides, maintains and operates a place for job-training, sheltered and supported employment and residential services for persons with disabilities",0.0,0.0,73-0799560,OK
Psi Chi Chapter,scottgast@hotmail.com,Kay Wilson,(423) 756-2044,Executive Officer,http://www.psichi.org,Oklahoma Baptist University ,Shawnee,74801,,"Psi Chi is the National Honor Society in Psychology, founded in 1929 for the purposes of encouraging, stimulating, and maintaining excellence in scholarship, and advancing the science of psychology. Membership is open to graduate and undergraduate men and women who are making the study of psychology one of their major interests, and who meet the minimum qualifications. Psi Chi is a member of the Association of College Honor Societies and is an affiliate of the American Psychological Association and the American Psychological Society.

",0.0,0.0,52-1538559,OK
HELPING TO LEARN,helpingtolearn@myway.com,Thomas Williams,,President,,518 B SW ,Miami,74354,,"We give every child that needs a computer one that he/she needs. We also give computers to disable veterns that need one made for there needs.

",0.0,0.0,20-0731668,OK
INSTITUTE FOR PURPOSEFUL LIVING INC,, ,,,,2803 E 84TH ST ,TULSA,74137,,"

",0.0,0.0,73-1595869,OK
GOINGSNAKE YOUTH SERVICES INC,, ,,,,PO BOX 40 ,WESTVILLE,74965,,"To aid disadvantaged children

Jumpstart: To reduce and prevent family violence.",35.9925829,-94.5679988,73-1294383,OK
HOPE CENTER OF EDMOND,csperryhce@gmail.com,Chris Sperry,405-348-4680,Executive Director,www.hopecenterofedmond.com,P.O. Box 2915 ,Edmond,73083,,"HOPE Center''s mission is to  meet the basic needs of members of our community who are facing difficult circumstances.

Provide basic necessities to low income families in the areas of food, clothing, shelter, and referral services.",0.0,0.0,73-1242610,OK
77TH PENNSYLVANIA VOLUNTEER INFANTRY REGIMENT INC,, ,,,,PO BOX 1470 % JOHN E MILLER,BROKEN ARROW,74013,,"

",0.0,0.0,77-0643040,OK
WESTERN ASSOCIATION OF VETERAN EDUCATION SPECIALISTS,, ,,,,800 TUCKER DR ,TULSA,74104,,"

",36.1491309,-95.94645229999999,73-1557029,OK
"Osage County Crime Stoppers, Inc.",, ,,,,900 ST PAUL ST ,PAWHUSKA,74056,,"Founded in 1979, to promote the welfare of communites throughout the country and to lessen the burdens of federal, state and local governments by:a) assisting their law enforcement agencies in the apprehension and conviction of criminals, primarily through the establishment and support of new and existing state and local Crime Stopper Programs.b) training and advising law enforcement personnel and others who participate in such programs.c) helping to motivate members of the public to cooperate with their respective law enforcement agencies.d) stimulating and encouraging the flow of information to, among and between various law enforcement agencies.e) creating and circulating films, video and sound tapes, and printed material about crime prevention and Crime Stopper Programs, and otherwise promoting such programs.f) visiting places where existing or potential Crime Stopper Programs are located to advise concerning the operation thereof.

",0.0,0.0,73-1546829,OK
DAUGHTERS OF UNION VETERANS OF THE CIVIL WAR 1861-1865,, ,,,,4536 S ELM PL ,BROKEN ARROW,74011,,"

",36.006882,-95.79742449999999,26-2677581,OK
GRANNIES TOY CLOSET INC,, ,,,,6505 EASTWOOD CIR ,OKLAHOMA CITY,73132,,"STIMULATING EARLY CHILDHOOD DEVELOPMENT

A TOY LIBRARY FOR CHILDREN AGES BIRTH THRU 5 YEARS OLD",0.0,0.0,73-1445932,OK
DISABLED AMERICAN VETERANS,, ,,,,3131 E PINE ST ,TULSA,74110,,"

",0.0,0.0,73-6102369,OK
NORTHEASTERN OKLAHOMA COUNCIL ON ALCOHOLISM,, ,,,,PO BOX 1271 ,MIAMI,74355,,"The organization is engaged in the service of rehabilitating users of alcohol and drugs The center is also involved in community service programs, DUI schools and out-patient counseling

Out-patient counseling, drug and alcohol rehabilitation and anger management services",0.0,0.0,73-0980866,OK
VETERANS OF FOREIGN WARS DEPT OF OKLAHOMA,, ,,,,HC 64 BOX 420 ,GANS,74936,,"

",0.0,0.0,73-1302328,OK
SONS OF CONFEDERATE VETERANS INC,, ,,,,3303 W BROADWAY CIR % CECIL L KIRKSEY,BROKEN ARROW,74012,,"

",36.05826630000001,-95.7932008,20-4304584,OK
BIRTHRIGHT OF TULSA,, ,,,,6465 S YALE AVE STE 604 ,TULSA,74136,,"FOSTER AND ENGENDER RESPECT FOR HUMAN LIFE AT ALL OF ITS STAGES.

PREGNANCY COUNSELING, PARENTING CLASSES, EXPENSES INCLUDE LODGING, UTILITIES, MEALS, MEDICAL CARE AND PREGNANCY TESTS.",0.0,0.0,73-0988910,OK
DEPARTMENT OF OKLAHOMA LADIES AUXILIARY TO THE VFW INC,, ,,,,2404 RIDGEWOOD DR ,MOORE,73160,,"

",35.360168,-97.489919,26-3248600,OK
NEW AGE PROJECT INC,, ,,,,114 W MAIN ST ,HOLDENVILLE,74848,,"Provide home delivered and congregate meals and other supportive services to the elderly

Title III Program- Meals are prepared for senior citizens and served in a congregate manner or home-delivered to the homes of those who are unable to travel to the centers",35.082893,-96.4016177,73-1198144,OK
GATEWAY TO PREVENTION AND RECOVERY INC,, ,,,WWW.GATEWAYTOPREVENTION.ORG,1010 E 45TH ST ,SHAWNEE,74804,,"DRUG & ALCOHOL DEPENDENCY SERVICES PROGRAMS

ALL INCOME & EXPENSES ARE RELATED TO THE ORGANIZATION'S PROGRAM SERVICE OF PROVIDING DRUG & ALCOHOL AWARENESS & EDUCATIONAL SERVICES FOR INDIVIDUALS & FAMILIES WITH CHEMICAL DEPENDENCY PROBLEMS, PROVIDING GROUP & INDIVIDUAL COUNSELING SERVICES, AND PROVIDING ASSESSMENT & EVALUATION SERVICES TO LOCAL COURTS. GATEWAY HAS PROVIDED COUNSELING & PERFORMED VARIOUS OTHER SPECIAL SERVICES. GATEWAY IS CERTIFIED BY THE OKLAHOMA DEPARTMENT OF MENTAL HEALTH",35.376674,-96.909954,73-1215510,OK
"Okmulgee Crime Stoppers, Inc.",, ,,,,PO Box 127 ,Okmulgee,74447,,"Founded in 1979, to promote the welfare of communites throughout the country and to lessen the burdens of federal, state and local governments by:a) assisting their law enforcement agencies in the apprehension and conviction of criminals, primarily through the establishment and support of new and existing state and local Crime Stopper Programs.b) training and advising law enforcement personnel and others who participate in such programs.c) helping to motivate members of the public to cooperate with their respective law enforcement agencies.d) stimulating and encouraging the flow of information to, among and between various law enforcement agencies.e) creating and circulating films, video and sound tapes, and printed material about crime prevention and Crime Stopper Programs, and otherwise promoting such programs.f) visiting places where existing or potential Crime Stopper Programs are located to advise concerning the operation thereof.

",0.0,0.0,73-1515731,OK
ADAAIREXPO INC,, ,,,,PO BOX 186 ,ADA,74821,,"

",34.7733505,-96.6782477,27-0574280,OK
WORKING OKLAHOMANS ALLIANCE INC,, ,,,,722 N BROADWAY AVE STE 304 % FRED BOETTCHER,OKLAHOMA CITY,73102,,"The purpose of the Corporation is to educate the public on general issues of work within the State of Oklahoma. Issues will include employment and working conditions.

Education of the public on general employment issues in Oklahoma was accomplished by producing and distributing newsletters and brochures on employment law.",35.4711808,-97.51660199999999,73-1587797,OK
SHOULDER TO LEAN ON INC,, ,,,,1023 ARKANSAS ST ,NORMAN,73071,,"

",0.0,0.0,73-1595801,OK
BROTHERS CORPORATION OF KAY COUNTY INC,, ,,,,3001 EL CAMINO ST % RONALD CARR,PONCA CITY,74604,,"

",0.0,0.0,83-0408976,OK
HELP IN CRISIS,,Deana Franke,,Executive Director,,PO Box 1975 ,Tahlequah,74465,,"Our mission is to eliminate family violence and sexual assault through education, counseling, support and prevention services

",0.0,0.0,73-1125382,OK
OPENHEARTED RELIEF FUND INC,, ,,,,1659 COUNTY STREET 2840 % JO ANN ORF,AMBER,73004,,"

",35.1603415,-97.87921039999999,26-2341054,OK
ASKING FOR THE NATIONS INC,, ,,,,PO BOX 1069 % AMBERLY DANIEL,SAND SPRINGS,74063,,"

",36.1398102,-96.108891,26-0556074,OK
ELDERCARE ACCESS CENTER INC,, ,,,,3901 NE 143RD ST ,EDMOND,73013,,"TO HELP THE ELDERLY WITH HEALTH AND SOCIAL SERVICES.

SUPPORT SERVICES TO RESIDENTS OF OKLAHOMA CITY HOUSING AUTHORITY SENIOR DEVELOPMENT.",35.616293,-97.447124,73-1323361,OK
